name,status,url,title,channel,duration_s,note
Cable Knee Raise (Supine),matched,https://youtu.be/QKSrYQ5XoN8,Cable knee raises,Michael Butts,12.0,
Cable One-Arm Fly (Stability Ball),no_match,,,,,
Soleus and Achilles Stretch,no_match,,,,,
Dumbbell Incline One Arm Hammer Press,matched,https://youtu.be/97aWJVHvyqE,One-arm Incline Dumbbell Press,ATHLETE PERFORMANCE - U48 ,11.0,
Stability Ball Tricep Extension,matched,https://youtu.be/QBNEX4ZYIPQ,Stability Ball Tricep Rolling Extensions,Adam Jones,18.0,
Dumbbell One-Arm Lateral Raise (Prone),matched,https://youtu.be/hTPKulH6bqA,One-Arm Lateral Raise Drop Set,Testosterone Nation,24.0,
Cross-Legged Forward Fold,matched,https://youtu.be/Gz4IOdzgFUY,Cross Legged Forward Fold,Pregnant Belly Fitness,25.0,
Stability Ball V-Up,matched,https://youtu.be/dk4GdbhlJj8,Stability Ball V up Pass,Solid Rock Personal Training,10.0,
Table Pose,no_match,,,,,
Bench Calf Stretch,matched,https://youtu.be/Hp4chJUBubo,Bench Calf Stretch,Performance Personal Training,18.0,
Single-Leg Reverse Hyper (Flat Bench),matched,https://youtu.be/4S7X6NhUudA,Single Leg Reverse Hyper,OPEX Fitness,11.0,
Cable Rope Tricep Extension (Supine),matched,https://youtu.be/fi6D5OHwf14,Cable Tricep Extension - Long Rope/Daisy Chain,The Better Body Collective,16.0,
Barbell Round the World Shoulder Stretch,matched,https://youtu.be/FKatrG7vBTs,Barbell Round The World Shoulder Stretch,Muscle Master,11.0,
Dumbbell Preacher Curl (Stability Ball),matched,https://youtu.be/wIjvMreCQzE,Dumbbell Preacher Curl,FITASTIC,11.0,
Stability Ball Back Stretch,no_match,,,,,
Smith Machine Incline Shoulder Raise,no_match,,,,,
Barbell Snatch Pull,matched,https://youtu.be/FTudxq7VozI,Strict Snatch Pulls from Hips (empty barbell),Weightlifting 101,13.0,
Dumbbell Alternating Reverse Fly,matched,https://youtu.be/rT35N_SbD6I,Dumbbell Alternating Reverse Fly | Exercise Demo | Coaching Software | QuickCoach,QuickCoach,16.0,
Dumbbell Seated One-Arm Arnold Press,matched,https://youtu.be/-7KHsjYUATg,Seated One Arm Arnold Press,Kristian Leach,27.0,
Barbell Jerk,matched,https://youtu.be/tuaqqBZzLsk,Rich Froning | Power Clean and Jerk with a Barbell,Mayhem Athlete,19.0,same video used for several exercises
Dumbbell Incline Press on Stability Ball,matched,https://youtu.be/NzrT4O84DEE,Stability Ball Dumbbell Incline Chest Press,Flip Fitness,21.0,
Barbell High Front Raise,no_match,,,,,
Seated Glute Stretch,matched,https://youtu.be/FcHu8mjKVV4,Exercise Tips:  Seated Glute Stretch,Sears,21.0,
Side-Lying Quadricep Stretch,matched,https://youtu.be/lJvjLzJKjb0,Sidelying Quadriceps Stretch,OrthoIndy,24.0,
Dumbbell One-Arm French Press (Stability Ball),no_match,,,,,
Walking Inchworm Push-Up,no_match,,,,,
Dumbbell Incline One-Arm Fly,matched,https://youtu.be/bSj6TBAcOYQ,Incline dumbbell one arm chest fly,makiriddington,16.0,
Drop Push-Up,matched,https://youtu.be/dySA9D9_Ls8,Exercise Index: Depth Drop Plyo Push Up,Austin Jochum,18.0,
Side Angle Pose With Rotation,matched,https://youtu.be/LbeKUDxlAGQ,#43. Yoga Intermediate - Revolved side angle pose with rotation to right leg,An Nhiên,23.0,
Barbell Hang Snatch,matched,https://youtu.be/z1j2QMBJF6c,Hang Power Snatch | CrossFit Invictus,CrossFit Invictus,16.0,
Lateral High Knee Skip,matched,https://youtu.be/utRKKKqautc,Lateral High Knee Skip,Andrew Corchis,6.0,
Kettlebell One-Arm Para Press,no_match,,,,,
Box Single-Leg Push-Off,matched,https://youtu.be/Whn9dcfDmsY,Box Push Off- Single Leg,Mathew Kite,12.0,
Stability Ball Lat Stretch,matched,https://youtu.be/yJUsl0GD6y8,Stability Ball Lat Stretch (CORRECT FORM) myFIT Personal Training.mp4,myFIT Personal Training,28.0,
Dumbbell Bicep Curl (Supine Wide Grip),matched,https://youtu.be/sJqVk1EiIyQ,Dumbbell Bicep Curl - Female,Michael Z,16.0,
Medicine Ball Decline Two-Arm Overhead Throw,no_match,,,,,
Band Quad Stretch,matched,https://youtu.be/Y1GyF8tme7s,band quad stretch,Strongher Programming,19.0,
Dumbbell One-Arm Decline Chest Press,matched,https://youtu.be/KxWKgJNKOEo,Decline bench press one exercise short video for beginners #chestworkout #gym #kailashworkouttips,kailash workout tips,25.0,
Decline Bench Alternating Leg Raise,matched,https://youtu.be/aJHGm_E4as4,Alternating leg raises on flat bench - Elevación alterna de piernas en banco plano,sportizeme,14.0,
Box Jump with Single-Leg Stabilization,matched,https://youtu.be/S1PkoDxVYe8,Balance - Multiplanar Single Leg Box Jumps With Stabilization,Breakthrough Fitness,16.0,
Barbell One-Arm Side Deadlift,matched,https://youtu.be/LVckAinjmN4,One Arm Side Deadlift   Exercise Videos & Guides   Bodybuilding com,how to lose weight with the keto diet,21.0,
Barbell Squat to Upright Row,no_match,,,,,
Barbell Reverse Grip Tricep Extension,matched,https://youtu.be/tWLL1GOqmw8,Reverse Grip Tricep Extension,Lindsey Heineken,17.0,
Dumbbell One-Arm Reverse Preacher Curl,matched,https://youtu.be/raQdaeq5V8o,Dumbbell One Arm Reverse Preacher Curl - Proper Form & Technique [4K],Steev,7.0,
Three Bench Dip,no_match,,,,,
Smith Machine Reverse Bench Press (Close Grip),matched,https://youtu.be/QIuVFYcjePU,TRÍCEPS SUPINO SMITH  INVERTIDO - REVERSE GRIP SMITH MACHINE BENCH PRESS,Overall Team,23.0,
Dumbbell Seated Alternating Bicep Curl (Stability Ball),matched,https://youtu.be/kLncYxu2XjE,Seated Alternating Dumbbell Bicep Curl,OracleFitness,18.0,
Barbell Rack Delivery,no_match,,,,,
Rocky Pull-Up,matched,https://youtu.be/YMD-Qs40qrE,"Rocky Pull-Ups: Lats, Back Exercise Demo How-to",FitSW Fitness Software,10.0,
Stability Ball Calf Raise,matched,https://youtu.be/O0KCU_sITXU,Stability Ball Calf Raise,Fredericksburg Fitness Studio,28.0,
Side Wrist Pull,matched,https://youtu.be/dMp8iwdlVOM,Side Wrist Pull Shoulder Stretch: Stretch Exercise Demo How-to,FitSW Fitness Software,9.0,
Standing Opposition Reach,no_match,,,,,
Cable Shrug (Supine),matched,https://youtu.be/Izby2cPLiK0,"Cable Shrug — Form, Muscles Worked & Sets/Reps | Libo",Libo World - Training Club ,24.0,
One-Knee to Chest (Supine),no_match,,,,,
Assisted Chest Stretch,no_match,,,,,
Double Leg Hundreds,matched,https://youtu.be/5S8FagtrG0g,Pilates Hundred   Double Leg,Mobility Health Melbourne,15.0,
Trap Bar Lunges,matched,https://youtu.be/LnwnYW0H0wI,Trap Bar Lunge - Trainifier Exercise Library,Trainifier,21.0,
Stability Ball Plank with Hip Abduction,matched,https://youtu.be/Ktzsu87v8kM,Dual Stability Ball Plank w/ Hip Abduction,FX Studios,28.0,
Dumbbell One-Arm Hammer Shoulder Press,no_match,,,,,
Low Back Chair Stretch,no_match,,,,,
Rolling,matched,https://youtu.be/clTHavpjZ8U,Foot exercise - ball rolling - Plantar Fasciitis,www.sportsinjuryclinic.net,11.0,
Depth Jumps,matched,https://youtu.be/DxzbXy0lC6Y,How To Depth Jumps,Third Space London,6.0,
Leg Slide (Supine),matched,https://youtu.be/buQ_DN6vW1k,Leg Flexion - Heel Slides,Emory Healthcare,19.0,same video used for several exercises
Deadlift to Bicep Curl,matched,https://youtu.be/bmxfNAgmyS0,Deadlift to barbell bicep curl,Gudgie,17.0,
Dumbbell Bicep Curl Step-Up,matched,https://youtu.be/4dRMCRD0OSM,"Dumbbell Step Ups with Bicep Curl: Full Body Exercise-Legs, Arms, Core, Butt",shuichitakefitness,23.0,
Band Sit-Up,matched,https://youtu.be/xdujB1xAXI8,How To Do: Resistance Band Situp - Flat Bench | Ab Workout Exercise,Fitway - Workout Trainer,29.0,
Walking Quadricep Stretch,matched,https://youtu.be/0-b62YdtSjE,Walking Quadricep Stretch,Trainer Jake Trainer Brandon,12.0,
Dumbbell Reverse Preacher Curl,matched,https://youtu.be/a-_p33mGtsQ,Dumbbell Reverse Grip Preacher Curl,OPEX Fitness,14.0,
Dumbbell Seated One-Arm Front Raise,matched,https://youtu.be/Mpy6OvL2uHc,Dumbbell Seated One Arm Front Raise,Unleashed Fitness,10.0,
Barbell 1/4 Squat,matched,https://youtu.be/F8jRZzJqZFA,Activ8 | Barbell 1/4 Squat,Activ8,11.0,
Cable One-Arm Preacher Curl (Reverse),matched,https://youtu.be/DUxji6eWTVg,How to Fitness Series: How to do Cable One Arm Preacher Curls | Refine YOU,Refine YOU,16.0,same video used for several exercises
Barbell Spider Curl (Prone),matched,https://youtu.be/sUtHJDcxIyM,How To Do Barbell Spider Curls | OMSfitness,OMSfitness,13.0,
Bench Leg and Hip Stretch,matched,https://youtu.be/rFgyY7gCrVY,Quad Hip Flexor Stretch wih Back Leg Up on Bench,Ignite Athletic Conditioning,16.0,
Stability Ball Dip,matched,https://youtu.be/37pXhmr31Zk,Pure Body Fitness Stability Ball Tricep Dip,PureBodyFitness,26.0,
Stability Ball Hip Rotation,no_match,,,,,
Barbell Kneeling Jump Squat,matched,https://youtu.be/y5o-Udnv0Zc,Barbell Kneeling Jump Squat to Jump,Garage Fitness Girl Exercise Library,20.0,
Kettlebell Alternating Press,matched,https://youtu.be/yVms3AwiV_4,Kettlebell Exercises: Alternating Kettlebell Press,Joe Meglio,12.0,
Band Seated Calf Stretch,matched,https://youtu.be/GRyaIANEqLE,Strength Bands: Seated Calf Stretch,The Rehab Mechanics,27.0,
Hero Pose,matched,https://youtu.be/ELoeZy3Y_Mg,😎 Hero Mode ON… SRK Pose Ready! 😂 | Group Ka Reaction Dekho 🤯 | @kkvlogbook #shorts,KK Vlogbook,18.0,
Dumbbell Alternating Press (Palms In),matched,https://youtu.be/wOa4YyxyiKI,How to do a Alternating Dumbbell Bench Press,National Academy of Sports Medicine (NASM),21.0,same video used for several exercises
Camel Pose,matched,https://youtu.be/s3MuJ9ARPJg,Cat-Camel & Childs pose,8 Flags Chiropractic,25.0,
Kettlebell Snatch,matched,https://youtu.be/2hvoXAXaqQo,Ksenia Dedyukhina slow motion kettlebell snatch technique,kettlebellsport,24.0,
Stability Ball Balance,no_match,,,,,
Dumbbell Incline Hammer Press (Stability Ball),matched,https://youtu.be/PeBZA6wwRzs,Incline Dumbbell Hammer Press,Dylan Harris,26.0,
Downward Facing Puppy Dog,no_match,,,,,
Dumbbell One-Arm Front Raise (Seated),matched,https://youtu.be/5kDlVBvbip0,Dumbbell One Arm Front Raise - Proper Form & Technique [4K],Steev,6.0,
Weighted Box Jump,matched,https://youtu.be/1d1fisbggOU,DeFranco's Training - Guandango weighted 50 inch Box Jump,joedefranco,14.0,
Single-Leg Stride Jump,matched,https://youtu.be/FPL7RKZuvEE,Single Leg Stride Jumps,Dumbbell Database,16.0,
Alternating Diagonal Leg Bound,matched,https://youtu.be/78DL10B002E,Alternating Leg Diagonal Bound,Ingrid Romero,5.0,
Dumbbell Reverse Spider Curl,matched,https://youtu.be/yejDq7RzEXU,Dumbbell Reverse Spider Curl / Exercise Library 365F4A,365FIT4ALL,26.0,
Gorilla Chin-Up with Crunch,no_match,,,,,
Seated Trunk Rotation,no_match,,,,,
Dumbbell One-Arm Bicep Curl (Prone),no_match,,,,,
Stability Ball Weighted Hyperextension,matched,https://youtu.be/r3e07nBGtzU,"Back, Weighted Ball Hyperextension, Natural Fitness Data",Natural Fitness,10.0,
Barbell Decline Bench Lunge,matched,https://youtu.be/IQcz2l8fPOo,EQUIPMENT-NO COMBINED 640 Barbell Decline Bench Lunge,online PT,21.0,
Kettlebell Bent Press,matched,https://youtu.be/VhuD6n04x4E,"RSAS: Kettlebell Bent Press, 56 kg @68 kg Bodyweight  | StrongFirst Czechia",StrongFirst.cz,28.0,
Seated Wide Angle Pose,no_match,,,,,
Kettlebell Open Palm Clean,matched,https://youtu.be/OqO3-J0nwaU,Kettlebell Open Palm Clean,Peter Forneck,19.0,
Dumbbell Lateral Raise (Stability Ball),matched,https://youtu.be/XPPfnSEATJA,How to do a Dumbbell Lateral Raise,National Academy of Sports Medicine (NASM),19.0,same video used for several exercises
Smith Machine Wrist Curl,matched,https://youtu.be/f6T8dKEjxM8,How To Do: Smith Wrist Curl | Arm Workout Exercise,Fitway - Workout Trainer,25.0,
Barbell Seated Front Raise,matched,https://youtu.be/XXl7NF9rvAw,Seated Plate Front Raises,"Ryan Smith | Faith, Family & Fitness",13.0,
Kettlebell Jerk,matched,https://youtu.be/9NFkYaviXgk,How to do a Kettlebell Jerk,National Academy of Sports Medicine (NASM),29.0,
Dumbbell Rear Row (Stability Ball),matched,https://youtu.be/WiFxVCB50oo,Dumbbell Rear Delt Row,Inspire US,12.0,
Dumbbell Seated Shoulder Raise (Stability Ball),matched,https://youtu.be/pkzDyEgnopc,Seated Alternate Dumbbell Front Shoulder Raise,FITASTIC,15.0,
Stability Ball Weight Plate Side Bend,matched,https://youtu.be/-F81E6dQrBA,Plate Side Bends,My PT Hub,14.0,
Double Leg Stretch,matched,https://youtu.be/MJuwUG0_C_0,How to Do Double Leg Stretch | Health,Health,27.0,
Kneeling Side Bend,matched,https://youtu.be/L-GldySh3qE,Dynamic Half Kneeling Hip Flexor Stretch with Sidebend,E3 Rehab Exercise Library,18.0,
Warrior 2 Pose,no_match,,,,,
Stability Ball Roman Twist,no_match,,,,,
Medicine Ball Chest Pass,matched,https://youtu.be/ajgSJZ5Yros,How to do a Medicine Ball Chest Pass Exercise,Tara Garrison,20.0,
Stability Ball Jack Knife Push-Up,matched,https://youtu.be/Yp8Isoq49_A,Stability Ball Jackknife with push up,Keven Brown,22.0,
Barbell Hang Clean Below the Knees,matched,https://youtu.be/3Coq2baN7Vw,Barbell Hang Cleans (Below Knee),Kaizen Strength Method,19.0,
Medicine Ball One-Arm Push-Up,matched,https://youtu.be/SiNbpYFNk6M,Med Ball One Arm Push-up - StudioMiletto.com,Umberto Miletto,27.0,
Warrior Pose,matched,https://youtu.be/PwZVi-F86ms,Fun at yoga-Warrior pose starts even before the class begins! 🧘 😂,Dance and yoga by Geetika Bhandari,29.0,
Crescent Moon Pose,no_match,,,,,
Stability Ball Neck Flexion,matched,https://youtu.be/XvCWzf3pTrw,Stability ball press neck flexion,Jonathan Adsit,6.0,
Stability Ball Neck Extension,matched,https://youtu.be/06YpyxKi3Ho,Neck extension goof ball,Rehab My Patient,28.0,
Dumbbell One-Arm Press (Reverse Grip),no_match,,,,,
Medicine Ball Chest Push,matched,https://youtu.be/5bRjWYLX4IY,3 medicine Ball Push-Ups Chest Core Functional Exercise,AskTheTrainer.com,23.0,
Barbell Supine Reverse Extension,no_match,,,,,
Seated Box Jumps,matched,https://youtu.be/2-3gEPfQo7o,How to: Dynamic Seated Box Jumps,Core Blend Training,22.0,
Medicine Ball Throw (Stability Ball),matched,https://youtu.be/hO2tKuMMoFU,Medicine Ball Rotation Throw | Nuffield Health,Nuffield Health,24.0,same video used for several exercises
Stability Ball Side Crunch,matched,https://youtu.be/yje5wtHlhdo,Stability Ball Side Crunch,Testosterone Nation,10.0,
Stability Ball Head Tilt,no_match,,,,,
Bent Knee Side Angle Pose,no_match,,,,,
Dumbbell Bicep Curl on Dome,no_match,,,,,
Kneeling Warrior Lunge,no_match,,,,,
Dumbbell Lunge Tricep Extension,matched,https://youtu.be/CnWN15rJlmA,Dumbbell Lunge Tricep Extension,QikMood,11.0,
Cable Incline Fly (Stability Ball),matched,https://youtu.be/7SqnWtgrFZQ,Incline Cable Fly - OPEX Exercise Library,OPEX Fitness,13.0,same video used for several exercises
Inline Skating,matched,https://youtu.be/Q7WNjBLOlz0,Inline Skater || How To Play Power Push in Skating || Just a Short Video Clip || Shanto Skating,Shanto Skating,27.0,
Dumbbell Alternating Shoulder Press (Stability Ball),matched,https://youtu.be/7a2LlkBPsqU,Alternating Dumbbell Shoulder Press Demo,Steph Gaudreau - Fuel Your Strength,24.0,
Smith Machine Decline Bench Press (Reverse Grip),matched,https://youtu.be/jduXuDxKwn4,Decline Smith Machine Bench Press,Snap Fitness 24/7,17.0,same video used for several exercises
Downward Facing Dog Single-Leg,matched,https://youtu.be/30nR-JnpBQA,Single Leg Downward Dog,PeakForceAthletics,15.0,
Dumbbell Decline Press (Stability Ball),matched,https://youtu.be/4R_GwRhG0rY,How To Decline Dumbbell Press,PureGym,16.0,same video used for several exercises
Dumbbell Arnold Press (Stability Ball),matched,https://youtu.be/pQDrcNoDNVM,Dumbbell Arnold Press,Testosterone Nation,21.0,
Stability Ball Extended Arm Crunch,matched,https://youtu.be/j6IVXpyi9PI,"Stability ball Abdominal crunch,arms extended over chest with medicine ball",fonefitness1,15.0,
Dumbbell Alternating Reverse Fly (Prone),matched,https://youtu.be/FFxcDxY-taI,How to do a Dumbbell Alternating Overhand Grip Row and Reverse Fly,Get Strong with Emily,25.0,
Standing Half Moon,matched,https://youtu.be/tF9EvM5VZ_k,Standing Half Moon,jeff paluseo,26.0,
Upper Body Chair Stretch,no_match,,,,,
Z Pose,no_match,,,,,
Double-Leg Butt Kick,matched,https://youtu.be/LPjzb3hwWU4,"Double Leg Butt Kick: Quadriceps, Leg Exercise Demo How-to",FitSW Fitness Software,14.0,
Dumbbell Lunge with Bicep Curl Bowling Motion,no_match,,,,,
Dumbbell Tricep Kickback with Stork Stance,matched,https://youtu.be/0DlVcwdxMM4,EQUIPMENT-NO COMBINED 222 Dumbbell Triceps Kick back With Stork Stance,online PT,11.0,
Calf Stretch with Rope,matched,https://youtu.be/g0TLI5Uv4_s,Calf Stretch With Rope - Proper Form & Technique [4K],Steev,9.0,
Triangle Pose,no_match,,,,,
Eagle Pose,matched,https://youtu.be/Sq8o6BBi9uE,Eagle Pose Yoga Tutorial | Yoga for Balance with Heather Pugh,Yoga for Balance with Heather Pugh,17.0,
Decline Bench Alternating Knee Raise,matched,https://youtu.be/2_7jh_IczU8,(Abs) Decline Bench Alternate Knee Raise Ab Muscles Using These Exercises.,BuildMuscleStrength,19.0,
Mighty Pose,no_match,,,,,
Barbell Split Jump,matched,https://youtu.be/3c7LmiWblyg,Barbell Split Stance Squat Jump [Exercise Demonstration],Return To Perform,10.0,
Stability Ball Hamstring Contract Relax,no_match,,,,,
Stability Ball Hip Extension,matched,https://youtu.be/XRk2782aQlg,Hip Extension with Stability Ball,davidbrownfitness,25.0,
Dumbbell One-Arm Reverse Spider Curl,matched,https://youtu.be/hNv9-SXvbAE,Dumbell Spider Curl: Hammer Grip or Reverse Grip (1 or 2 arm),higherpowertraining,27.0,
Alternating Arm Cobra,matched,https://youtu.be/pDF7S14Qzas,Floor cobra alternating arm,Aaron Warner,14.0,
Stability Ball Wall Circles,matched,https://youtu.be/TgQixcfeRN0,Stability Ball WAll Circles,Peak Athletic Training,29.0,
Seated Hamstring and Calf Stretch,no_match,,,,,
Side-Lying Floor Stretch,matched,https://youtu.be/a7MTFHGGCtg,AOVALO side lying floor stretch fitness exercise workout animation,AOVALO,9.0,
Cable Decline One-Arm Press,matched,https://youtu.be/KqtW-L4S-Qg,Cable Decline One Arm Chest Press,Intrinsic Resistance Training,18.0,same video used for several exercises
Warrior 3 Pose,no_match,,,,,
Box Jump Tap Overs,matched,https://youtu.be/1XMIw3y-Kec,Box Toe Tap Jumps (Weight Forward/Over the Box),Recreate Fitness,29.0,
Carioca,matched,https://youtu.be/AlE7OoyUFZ0,How to do Carioca Walk Running Drill? | OLYRUN,OLYRUN by Matea Matosevic,28.0,
Decline Bench Cable Knee Raise,matched,https://youtu.be/EqV3khokI0c,EQUIPMENT-NO COMBINED 558 Decline Bench Cable Knee Raise,online PT,21.0,
Stability Ball Roll Down,no_match,,,,,
Dumbbell Decline One-Arm Fly,no_match,,,,,
Stability Ball Full Body Plank,no_match,,,,,
Staff Pose,matched,https://youtu.be/mb8rhZuXOdk,Chaturanga Dandasana Yoga Posture | Four-Limbed Staff Pose,Yoga For Cure by Neha,27.0,
Bench Quad Stretch (Supine),matched,https://youtu.be/dAosGhvuD14,How to Do Bench Hip Flexor Stretch | Deep Hip Flexor & Quad Mobility Drill,Peak Functional,29.0,
Stability Ball Wood Chop,matched,https://youtu.be/K-YnY2tDYi8,Stability Ball High Low Woodchop,WMF Training,23.0,
Dumbbell Alternating Hammer Curl (Stability Ball),matched,https://youtu.be/C5EncMSKDoY,How to do Alternating Hammer Curls I Sexyfit Coaching,sexyfit method,25.0,
Stability Ball Low Back Stretch,no_match,,,,,
Dumbbell Alternating Row (Stability Ball),matched,https://youtu.be/Ja0oRNsF62o,Alternating Dumbbell Gorilla Row,E3 Rehab Exercise Library,13.0,
Dumbbell Kneeling Lateral Raise (Stability Ball),matched,https://youtu.be/xe0AF9xau74,Shoulder Exercise - Kneeling Rear Dumbbell Lateral Raise Exercise Video,WarGym Tanda,7.0,
Stability Ball Hamstring Stretch,matched,https://youtu.be/Ge53WwV4eg0,Exercise Tips:  Balance Ball Hamstrings Stretch,Sears,19.0,
Dumbbell Alternating Posterior Fly (Stability Ball),no_match,,,,,
Revolved Abdomen Pose,no_match,,,,,
Passive Opening Twist,no_match,,,,,
Child's Pose (Stability Ball),matched,https://youtu.be/nMp3MlTz9fA,How to do a child's pose stretch,Medibank,22.0,same video used for several exercises
Stability Ball Dumbbell Kickback,matched,https://youtu.be/ycsjoFPxvwE,Triceps Kickback on Stability Ball,Training by Tatum | Menopause Muscle & Motion,28.0,
Straight Leg Walk,matched,https://youtu.be/eCdpaIvXmRw,Straight Leg Kicks/Frankenstein Walk,Wellness by Workplace Options ,9.0,
Dumbbell One-Arm Hammer Curl (Prone),matched,https://youtu.be/sbDv6hSmUQY,One Arm Dumbbell Hammer Curl,Kristian Leach,27.0,same video used for several exercises
Dumbbell Alternating Cobra (Stability Ball),matched,https://youtu.be/cnp_3N2k-NI,Alternating Cobra Box Step Up,Functional Bodybuilding,14.0,
Dumbbell One-Arm Shoulder Press (Stability Ball),no_match,,,,,
Dumbbell Hammer Curl on Stability Ball,matched,https://youtu.be/Z3Ep_1T4E0A,Stability Ball Split Squat with DB Hammer Curl,Michelle Roots Fitness & Nutrition Coach,21.0,
One-Arm Chin-Up,matched,https://youtu.be/WFRb_ql2au4,One Arm Chin-Up UNLOCKED #shorts,Jakob Ottesen,18.0,
Half Locust,matched,https://youtu.be/Tq9eqgSXKos,HALF-LOCUST POSE (SALABHASANA) - Yoga for Beginners,Anshu Verma (Yolig),16.0,
Stability Ball Back Extension with Hands Behind Head,matched,https://youtu.be/1Z97JF1PBIY,Stability Ball Back Extension With Hands Behind Head,Muscle Master,24.0,
Cable One-Arm Press (Stability Ball),matched,https://youtu.be/soBSSmLpefo,One-Arm Cable Shoulder Press,Testosterone Nation,8.0,
Stability Ball Single-Leg Hip Rotation,matched,https://youtu.be/6O7F8OztosY,Single Leg Hip Thrust w/ Aquabag Anti-Rotation,BELDING PERFORMANCE,11.0,
Cable One-Arm Incline Fly (Stability Ball),no_match,,,,,
Barbell Frankenstein Squat,matched,https://youtu.be/NEQG9Ffrux4,Barbell Frankenstein Squat,Shelby Young Fitness,15.0,
Stability Ball Stork Stance,matched,https://youtu.be/P5VvC8iy70s,Activ8 | Medicine Ball Stork Stance Chest Pass,Activ8,10.0,
Dumbbell One-Arm Bicep Curl on Stability Ball,no_match,,,,,
Dumbbell Incline Fly (Stability Ball),matched,https://youtu.be/JSDpq14vCZ8,How To Do An Incline Dumbbell Fly,PureGym,16.0,same video used for several exercises
Stability Ball Walking Lunge,matched,https://youtu.be/zIZiibiiuEE,DBall Bearhug Walking Lunge - OPEX Exercise Library,OPEX Fitness,12.0,
Fish Pose,matched,https://youtu.be/LPD5Rnggzx4,Puffer Fish Poses For Selfie | PositiveLife,PositiveLife,29.0,
Peroneal Stretch,no_match,,,,,
Warrior High Lunge,no_match,,,,,
Cable Incline Press (Stability Ball),matched,https://youtu.be/5pC1skpc7e0,Exercise Tutorial - Incline Chest Press (Cable),Unite Coaching,27.0,same video used for several exercises
Depth Jump Leap,no_match,,,,,
Cable Dual Overhead Curl (Stability Ball),no_match,,,,,
Stability Ball Single-Leg Crunch,matched,https://youtu.be/9ZLWXf44WSw,Single-leg Bicycle Crunch - 3 in 1 Elite,3 in 1 “3 in 1 Elite” Elite,16.0,
Hare Pose,matched,https://youtu.be/Yp7cT9Nwclc,A young girl practicing shashankasana / the hare pose yoga asa... | Indian Stock Footage | Knot9,Knot9 (Indian Stock Footage),28.0,
Medicine Ball One-Arm Overhead Throw,no_match,,,,,
Stability Ball Single-Leg Bridge,matched,https://youtu.be/wesbC-HUJWg,Stability Ball Single Leg Bridge,Ben Greenfield Life,13.0,
Dumbbell One-Arm Press (Stability Ball),no_match,,,,,
Dumbbell One-Arm Lateral Raise (Stability Ball),no_match,,,,,
Stability Ball Single-Leg Hamstring Stretch,no_match,,,,,
Band Shoulder Press (Stability Ball),matched,https://youtu.be/EgMft3uaLpc,Shoulder exercise - chest press with band,www.sportsinjuryclinic.net,25.0,
Stability Ball Hundreds,matched,https://youtu.be/9Lfmlt-fR40,Pilates Hundred with ball under ankles,Info Uptown Pilates,24.0,
Seated Overhead Stretch,matched,https://youtu.be/aJBEW7a4ADc,Seated Overhead Stretch,California Mobility,25.0,
Kneeling Jump to Box Jump,matched,https://youtu.be/M6pUm3gdViE,Exercise Index: Kneeling Jump to Box Jump,vrouse,18.0,
Barbell Seated High Front Raise,no_match,,,,,
Kettlebell Alternating Hang Clean,matched,https://youtu.be/F0gKY1eMK8M,Alternating Kettlebell Hang Clean,My PT Hub,15.0,
Stability Ball Hip Roll,matched,https://youtu.be/vxvTAU0f5qo,Hip Roll With Stability Ball Exercise,workoutz.com,24.0,
Upward Facing Bow Pose,no_match,,,,,
Dumbbell Decline One-Arm Hammer Press,matched,https://youtu.be/34OHyTwG10g,Dumbbell Decline One Arm Hammer Press - Proper Form & Technique [4K],Steev,6.0,
Reclining Big Toe Pose,matched,https://youtu.be/jbH15uri1eg,How to do Supta Padangushtasana (Reclining Hand-to-Big-Toe Pose): Deep Stretch | Yoguebook,Yoguebook,28.0,
Stability Ball Back Extension with Knees Off Ground,matched,https://youtu.be/D9zWVJl7dHI,Stability Ball Back Extension With Knees Off Ground,Muscle Master,18.0,
Kettlebell One-Arm Palm Clean,no_match,,,,,
Dumbbell Alternating Lateral Raise (Stability Ball),matched,https://youtu.be/84q9sQoxwYI,Dumbbell alternating Lateral Raise,FITTR,15.0,same video used for several exercises
Dumbbell One-Arm Single-Leg Bicep Curl on Stability Ball,matched,https://youtu.be/yl--j9pYBlo,Single Arm Single Leg Bicep Curl,RaiderFit,16.0,
Stability Ball Ab Curl,matched,https://youtu.be/BpIEgXBLiYs,Mafia Abs Curl on Swiss Ball w/ Cable,Muscle_MAfia,23.0,
Medicine Ball Bicep Curl on Stability Ball,matched,https://youtu.be/Mou-o45zJlo,Medicine Ball: Shoulders and Arms Exercises - Medicine Ball Bicep Curl,personalbestuk,10.0,
